Words are...
production process
DAS IST PHRASE!
"choice of"
We are sending from 45.154.255.74
There is no captcha!
Following query was issued to GS:
https://scholar.google.com/scholar?start=0&as_q=production%20process&as_epq=%22choice%20of%22&as_oq=&as_eq=&as_occt=title&as_sauthors=&as_publication=&as_ylo=1981&as_yhi=1985&as_vis=0&btnG=&hl=en&as_sdt=1%2C5
title|author|url|year|num_citations|num_versions|cluster_id|url_pdf|url_citations|url_versions|url_citation|excerpt
Technical and economic basis for the choice of a methanol production process|IG Popov, NA Uvarova, NS Voronkova… - J. Appl. Chem. USSR …, 1983 - osti.gov|https://scholar.google.com/https://www.osti.gov/biblio/5063729|1983|0|0|None|None|None|None|None|A comparison of different processes is presented for determining the most economic method for the production of methanol. Seven variants were considered (four primary and three secondary). In all cases the low-temperature process is considered at a pressure of 29.4 …
