Words are...
joining selection
We are sending from 104.244.78.18
There is no captcha!
Following query was issued to GS:
https://scholar.google.com/scholar?start=0&as_q=joining%20selection&as_epq=&as_oq=&as_eq=&as_occt=title&as_sauthors=&as_publication=&as_ylo=1971&as_yhi=1975&as_vis=0&btnG=&hl=en&as_sdt=1%2C5
title|author|url|year|num_citations|num_versions|cluster_id|url_pdf|url_citations|url_versions|url_citation|excerpt
Selection of materials and joining processes for the doublet III toroidal field coil|JD Jones, FA Puhn - 1975 - osti.gov|https://scholar.google.com/https://www.osti.gov/biblio/4152233|1975|8|2|14117414034837576556|None|https://scholar.google.com/scholar?cites=14117414034837576556&as_sdt=2005&sciodt=1,5&hl=en|https://scholar.google.com/scholar?cluster=14117414034837576556&hl=en&as_sdt=1,5&as_ylo=1971&as_yhi=1975|None|Fatigue tests were performed on candidate copper alloy materials. The tests were fully reversed push-pull loads, equal in tension and compression. The tests were made parallel with and perpendicular to the material grain at temperatures of 68 to 230$ sup 0$ F. Fatigue …
Selection of material and method of joining in the production of insulators for an alkaline storage battery|VN Kazakov, SD Kharitonov - Diffuz. Svarka Vak. Met., Splavov Nemet …, 1973 - osti.gov|https://scholar.google.com/https://www.osti.gov/etdeweb/biblio/5099059|1973|0|0|None|None|None|None|None|Subject: 25 ENERGY STORAGE; ELECTRIC BATTERIES; DIELECTRIC MATERIALS; ALUMINIUM OXIDES; CALCIUM OXIDES; CERAMICS; JOINING; LIFETIME; SILICON OXIDES; ALKALINE EARTH METAL COMPOUNDS; ALUMINIUM COMPOUNDS; CALCIUM …
Selection of Joining Processes for Pipes by Means of Heuristic Methods|V Horn - ZIS Mitt., 1973|None|1973|0|0|None|None|None|None|None|None
