Words are...
welding process
DAS IST PHRASE!
"choice of"
We are sending from 141.136.0.117
There is no captcha!
Following query was issued to GS:
https://scholar.google.com/scholar?start=0&as_q=welding%20process&as_epq=%22choice%20of%22&as_oq=&as_eq=&as_occt=title&as_sauthors=&as_publication=&as_ylo=2001&as_yhi=2005&as_vis=0&btnG=&hl=en&as_sdt=1%2C5
title|author|url|year|num_citations|num_versions|cluster_id|url_pdf|url_citations|url_versions|url_citation|excerpt
Li jianhuaPipeline Science Research Institute The 4th Pieline Engineering Company; WELDING PROCESS CHOICE OF LONG-DISTANCE TRANSPORT …|Y Changhua, S Yongli, FDZ Fuqiang - Welding & Joining, 2004|None|2004|5|0|5832867393611222397|None|https://scholar.google.com/scholar?cites=5832867393611222397&as_sdt=2005&sciodt=1,5&hl=en|None|None|None
Welding process choice of long-distance transport pipeline|Y Changhua - WELDING AND JOINING-HARBIN-, 2004|None|2004|2|0|17716339927818992077|None|https://scholar.google.com/scholar?cites=17716339927818992077&as_sdt=2005&sciodt=1,5&hl=en|None|None|None
… ,“Average Size of Grains in the VT6 Titanium Alloy and the Choice of the Rational Scheme for the Integral Process of Superplastic Forming/Welding under …|AA Kruglov, RY Lutfullin - Perspekt. Mater, 2005|None|2005|18|0|11311561757720377803|None|https://scholar.google.com/scholar?cites=11311561757720377803&as_sdt=2005&sciodt=1,5&hl=en|None|None|None
Average size of grains in the VT6 titanium alloy and the choice of the rational scheme for the integral process of superplastic forming/welding under …|AA Kruglov, RY Lutfullin, MK Mukhametrakhimov… - Advanced Materials, 2005|None|2005|3|0|15421903616145897969|None|https://scholar.google.com/scholar?cites=15421903616145897969&as_sdt=2005&sciodt=1,5&hl=en|None|None|None
