Words are...
welding technology
DAS IST PHRASE!
"selection of" OR "selection for"
We are sending from 146.59.158.228
There is no captcha!
Following query was issued to GS:
https://scholar.google.com/scholar?start=0&as_q=welding%20technology&as_epq=%22selection%20of%22%20OR%20%22selection%20for%22&as_oq=&as_eq=&as_occt=title&as_sauthors=&as_publication=&as_ylo=2016&as_yhi=2020&as_vis=0&btnG=&hl=en&as_sdt=1%2C5
title|author|url|year|num_citations|num_versions|cluster_id|url_pdf|url_citations|url_versions|url_citation|excerpt
Pipeline Valves Technology, Material Selection, Welding, and Stress Analysis (A Case Study of a 30 in Class 1500 Pipeline Ball Valve)|K Sotoodeh - … of Pressure Vessel Technology, 2018 - asmedigitalcollection.asme.org|https://scholar.google.com/https://asmedigitalcollection.asme.org/pressurevesseltech/article-abstract/140/4/044001/368030|2018|5|10|13231980872048825256|None|https://scholar.google.com/scholar?cites=13231980872048825256&as_sdt=2005&sciodt=1,5&hl=en|https://scholar.google.com/scholar?cluster=13231980872048825256&hl=en&as_sdt=1,5&as_ylo=2016&as_yhi=2020|None|… "Pipeline Valves Technology, Material Selection … top entry pipeline ball valves in the offshoreindustry in terms of advantages, material, and welding, as well … Based on this analysis, ASMESection VIII Division 02 is recommended for wall thickness selection of this valve instead of … 
