Words are...
welding process
DAS IST PHRASE!
"selection of" OR "selection for"
We are sending from 146.59.158.228
There is no captcha!
Following query was issued to GS:
https://scholar.google.com/scholar?start=0&as_q=welding%20process&as_epq=%22selection%20of%22%20OR%20%22selection%20for%22&as_oq=&as_eq=&as_occt=title&as_sauthors=&as_publication=&as_ylo=1986&as_yhi=1990&as_vis=0&btnG=&hl=en&as_sdt=1%2C5
title|author|url|year|num_citations|num_versions|cluster_id|url_pdf|url_citations|url_versions|url_citation|excerpt
Which Process?: A Guide to the Selection of Welding and Related Processes|PT Houldcroft - 1990 - books.google.com|https://scholar.google.com/https://books.google.com/books?hl=en&lr=&id=jKyjAgAAQBAJ&oi=fnd&pg=PP1&dq=+welding+process+%22selection+of%22+OR+%22selection+for%22&ots=NQ70rP0wvv&sig=V3hygvPIh1Izj-ZoJ0vj0oDoFco|1990|22|3|9037745424843657146|None|https://scholar.google.com/scholar?cites=9037745424843657146&as_sdt=2005&sciodt=1,5&hl=en|https://scholar.google.com/scholar?cluster=9037745424843657146&hl=en&as_sdt=1,5&as_ylo=1986&as_yhi=1990|None|The author presents a unique scheme for selecting processes at the drawing board stage where a need for a connection is usually first perceived. Leading the enquirer through a series of diagrams and tables, he reveals the processes which are feasible for a particular …
PROPER SELECTION OF MATERIALS AND WELDING TECHNIQUES FOR PROCESS EQUIPMENT|KF KRYSIAK - JOURNAL OF THE AMERICAN …, 1988 - AMER OIL CHEMISTS SOC 1608 …|None|1988|0|0|None|None|None|None|None|None
Process Parameters Selection for Projection Welding of Titanium With Steel|OG Bykovskii, IV Pin'kovskii, SN Minyailo, G Krasnova - Avtom. Svarka, 1988|None|1988|1|0|14712194672579643536|None|https://scholar.google.com/scholar?cites=14712194672579643536&as_sdt=2005&sciodt=1,5&hl=en|None|None|None
