Words are...
welding technology
DAS IST PHRASE!
"selection of" OR "selection for"
We are sending from 146.59.158.228
There is no captcha!
Following query was issued to GS:
https://scholar.google.com/scholar?start=0&as_q=welding%20technology&as_epq=%22selection%20of%22%20OR%20%22selection%20for%22&as_oq=&as_eq=&as_occt=title&as_sauthors=&as_publication=&as_ylo=1996&as_yhi=2000&as_vis=0&btnG=&hl=en&as_sdt=1%2C5
title|author|url|year|num_citations|num_versions|cluster_id|url_pdf|url_citations|url_versions|url_citation|excerpt
Selection of optimal technology for welding tube to housing of the truck rear axle|J Milorad, J Danica, R Dragana, L Vukic, A Dragan - JOM Institute(Denmark),, 1997|None|1997|0|0|None|None|None|None|None|None
Zhang Jiuhai (Harbin Institute of Technology Harbin 150001); Selection of Medium Metal in Diffusion Welding of Titanium Alloy and Stainless Steel [J]|S Ronglu, Y Wenjie, Y Bin - AEROSPACE MATERIALS & TECHNOLOGY, 1997|None|1997|4|0|14096069048685773491|None|https://scholar.google.com/scholar?cites=14096069048685773491&as_sdt=2005&sciodt=1,5&hl=en|None|None|None
