DAS IST PHRASE!
"Auswahl von Fertigungsverfahren"
We are sending from 109.70.100.36
There is no captcha!
Following query was issued to GS:
https://scholar.google.com/scholar?start=0&as_q=&as_epq=%22Auswahl%20von%20Fertigungsverfahren%22&as_oq=&as_eq=&as_occt=title&as_sauthors=&as_publication=&as_ylo=2001&as_yhi=2005&as_vis=0&btnG=&hl=en&as_sdt=1%2C5
title|author|url|year|num_citations|num_versions|cluster_id|url_pdf|url_citations|url_versions|url_citation|excerpt
Wirtschaftlichkeitsbetrachtungen bei der Auswahl von Fertigungsverfahren|E Westkämper, HJ Warnecke - Einführung in die Fertigungstechnik, 2004 - Springer|https://scholar.google.com/https://link.springer.com/chapter/10.1007/978-3-322-92890-0_3|2004|1|5|7764221063719208587|None|https://scholar.google.com/scholar?cites=7764221063719208587&as_sdt=2005&sciodt=1,5&hl=en|https://scholar.google.com/scholar?cluster=7764221063719208587&hl=en&as_sdt=1,5&as_ylo=2001&as_yhi=2005|None|Oft besteht die Möglichkeit, ein bestimmtes Werkstück mit unterschiedlichen Fertigungsverfahren herstellen zu können. Dadurch stellt sich die Aufgabe, das Verfahren auszuwählen, mit dem eine größtmögliche Wirtschaftlichkeit (minimaler Aufwand, maximaler …
