DAS IST PHRASE!
"Auswahl von Fügeverfahren"
We are sending from 109.70.100.36
There is no captcha!
Following query was issued to GS:
https://scholar.google.com/scholar?start=0&as_q=&as_epq=%22Auswahl%20von%20F%C3%BCgeverfahren%22&as_oq=&as_eq=&as_occt=title&as_sauthors=&as_publication=&as_ylo=1981&as_yhi=1985&as_vis=0&btnG=&hl=en&as_sdt=1%2C5
title|author|url|year|num_citations|num_versions|cluster_id|url_pdf|url_citations|url_versions|url_citation|excerpt
Auswahl von Fügeverfahren zur Herstellung lösbarer Verbindungen auf der Grundlage mathematisch-statistischer Methoden: Hauptband|H Haueisen - 1981|None|1981|0|0|None|None|None|None|None|None
Auswahl von Fügeverfahren zur Herstellung lösbarer Verbindungen auf der Grundlage mathematisch-statistischer Methoden|H Haueisen - 1981|None|1981|0|0|None|None|None|None|None|None
