Words are...
manufacturing process
DAS IST PHRASE!
"choice of"
We are sending from 45.154.255.74
There is no captcha!
Following query was issued to GS:
https://scholar.google.com/scholar?start=0&as_q=manufacturing%20process&as_epq=%22choice%20of%22&as_oq=&as_eq=&as_occt=title&as_sauthors=&as_publication=&as_ylo=2001&as_yhi=2005&as_vis=0&btnG=&hl=en&as_sdt=1%2C5
title|author|url|year|num_citations|num_versions|cluster_id|url_pdf|url_citations|url_versions|url_citation|excerpt
… -sized enterprises' restructuring in a context of transition: a shared process: inter-player effects on efficient boundary choice in the Argentine manufacturing …|M Hermans - 2003 - repositorio.cepal.org|https://scholar.google.com/https://repositorio.cepal.org/handle/11362/4838|2003|4|5|1751184806681656122|None|https://scholar.google.com/scholar?cites=1751184806681656122&as_sdt=2005&sciodt=1,5&hl=en&oe=ASCII|https://scholar.google.com/scholar?cluster=1751184806681656122&hl=en&oe=ASCII&as_sdt=1,5&as_ylo=2001&as_yhi=2005|None|… Inter-player effects on efficient boundary choice in the Argentine manufacturing sector … I, chapterII develops a theoretical framework that considers the restructuring process, gives shape to … itselfto compete in product-markets (eg competitive strategy); the choice of an appropriate … 
