Words are...
manufacturing process
DAS IST PHRASE!
"choice of"
We are sending from 45.154.255.74
There is no captcha!
Following query was issued to GS:
https://scholar.google.com/scholar?start=0&as_q=manufacturing%20process&as_epq=%22choice%20of%22&as_oq=&as_eq=&as_occt=title&as_sauthors=&as_publication=&as_ylo=1991&as_yhi=1995&as_vis=0&btnG=&hl=en&as_sdt=1%2C5
title|author|url|year|num_citations|num_versions|cluster_id|url_pdf|url_citations|url_versions|url_citation|excerpt
The Choice of Quality Cost Function for Product and Manufacturing Process Design|A Alkhairy, DH Staelin - 1992 - Working Paper, MIT, Cambridge …|None|1992|2|0|93571588350739487|None|https://scholar.google.com/scholar?cites=93571588350739487&as_sdt=2005&sciodt=1,5&hl=en&oe=ASCII|None|None|None
