Words are...
manufacturing process
DAS IST PHRASE!
"choice of"
We are sending from 45.154.255.74
There is no captcha!
Following query was issued to GS:
https://scholar.google.com/scholar?start=0&as_q=manufacturing%20process&as_epq=%22choice%20of%22&as_oq=&as_eq=&as_occt=title&as_sauthors=&as_publication=&as_ylo=2006&as_yhi=2010&as_vis=0&btnG=&hl=en&as_sdt=1%2C5
title|author|url|year|num_citations|num_versions|cluster_id|url_pdf|url_citations|url_versions|url_citation|excerpt
A study on the choice of process innovation model of manufacturing enterprises|K Bi, M Ai, Y Liu - 2008 International Conference on …, 2008 - ieeexplore.ieee.org|https://scholar.google.com/https://ieeexplore.ieee.org/abstract/document/4669001/|2008|0|0|None|None|None|None|None|From the perspective of enterprise strategy, this paper discussed leading process innovation, imitative process innovation, secondary process innovation and the advantages and disadvantages of them. From the perspective of product life cycle, this paper discussed …
A study on the choice of process innovation strategy in manufacturing enterprises|K Bi, Y Cheng, W Gao - 2009 International Conference on …, 2009 - ieeexplore.ieee.org|https://scholar.google.com/https://ieeexplore.ieee.org/abstract/document/5317326/|2009|0|0|None|None|None|None|None|Starting from the influencing factor analysis of process innovation strategy in manufacturing enterprises, this paper discussed process innovation strategy in manufacturing enterprises by comprehensive use of matching analysis of internal and external elements and strategic …
