DAS IST PHRASE!
"Werkstoffauswahl"
We are sending from 151.237.185.110
There is no captcha!
Following query was issued to GS:
https://scholar.google.com/scholar?start=0&as_q=&as_epq=%22Werkstoffauswahl%22&as_oq=&as_eq=&as_occt=title&as_sauthors=&as_publication=&as_ylo=1956&as_yhi=1960&as_vis=0&btnG=&hl=en&as_sdt=1%2C5
title|author|url|year|num_citations|num_versions|cluster_id|url_pdf|url_citations|url_versions|url_citation|excerpt
Werkstoffauswahl nach dem Vergleich von Preis und Korrosionsbeständigkeit bzw|E Rubo - Festigkeit. Konstruktion, 1959|None|1959|3|0|3877791216251548243|None|https://scholar.google.com/scholar?cites=3877791216251548243&as_sdt=2005&sciodt=1,5&hl=en&oe=ASCII|None|None|None
Gesichtspunkte zur Werkstoffauswahl bei Kontaktkatalysatoren. Teil II: Verhalten und Eigenschaften von Halbleiterkatalysatoren|J Block - Materials and Corrosion, 1956 - Wiley Online Library|https://scholar.google.com/https://onlinelibrary.wiley.com/doi/abs/10.1002/maco.19560070303|1956|0|0|None|None|None|None|None|Abstract Nichtmetallische Kontaktmassen der heterogenen Katalyse werden vom Blickwinkel ihrer Halbleitereigenschaften aus in Form einer Zusammenfassung neuerer Literatur betrachtet. An Hand zahlreicher Arbeiten aus verschiedensten Quellen kann …
