DAS IST PHRASE!
"joining technology selection"
We are sending from 107.189.10.185
There is no captcha!
Following query was issued to GS:
https://scholar.google.com/scholar?start=0&as_q=&as_epq=%22joining%20technology%20selection%22&as_oq=&as_eq=&as_occt=title&as_sauthors=&as_publication=&as_ylo=2016&as_yhi=2020&as_vis=0&btnG=&hl=en&as_sdt=1%2C5
title|author|url|year|num_citations|num_versions|cluster_id|url_pdf|url_citations|url_versions|url_citation|excerpt
Concurrent and geometry-dependent selection of material and joining technology—An initial utility-based systematic decision-making tool|J Kaspar, SA Choudry, D Landgrebe… - 2018 Annual IEEE …, 2018 - ieeexplore.ieee.org|https://scholar.google.com/https://ieeexplore.ieee.org/abstract/document/8369549/|2018|10|0|11631424354157355341|None|https://scholar.google.com/scholar?cites=11631424354157355341&as_sdt=2005&sciodt=1,5&hl=en|None|None|… Concerning this matter, the contribution presents an initial utility-based decision- making toolregarding a concurrent systematic and geometry- dependent material and joining technologyselection to facilitate a real-world technological selection process in computer-based form … 
Concurrent selection of material and joining technology–holistically relevant aspects and its mutual interrelations in lightweight engineering|J Kaspar, SA Choudry, M Vielhaber - Procedia CIRP, 2018 - Elsevier|https://scholar.google.com/https://www.sciencedirect.com/science/article/pii/S2212827118301975|2018|15|2|3112716768138842603|None|https://scholar.google.com/scholar?cites=3112716768138842603&as_sdt=2005&sciodt=1,5&hl=en|https://scholar.google.com/scholar?cluster=3112716768138842603&hl=en&as_sdt=1,5&as_ylo=2016&as_yhi=2020|None|… Procedia CIRP 72 (2018) 780–785 Jerome Kaspar, Saphir A. Choudry, M. Vielhaber / ProcediaCIRP 00 (2018) 000–000 3 3. Concurrent Interrelations of Material and Joining TechnologySelection … [2] Crane FAA, Charles JA. Selection and use of engineering materials … 
Systemic Assessment and Selection of Material and Joining Technology Exemplarily Applied on the Automotive Bodywork|J Kaspar, SA Choudry, M Vielhaber - Procedia CIRP, 2020 - Elsevier|https://scholar.google.com/https://www.sciencedirect.com/science/article/pii/S2212827120308088|2020|0|0|None|None|None|None|None|… 2212-8271 © 2020 The Authors. Published by Elsevier BV Peer-review under responsibility ofthe scientific committee of the CIRP Design Conference. Keywords: material selection; joiningtechnology selection; decision-making; design methodology 1. Introduction & Motivation … 
