DAS IST PHRASE!
"Auswahl von Werkstoffen"
We are sending from 78.36.197.146
There is no captcha!
Following query was issued to GS:
https://scholar.google.com/scholar?start=0&as_q=&as_epq=%22Auswahl%20von%20Werkstoffen%22&as_oq=&as_eq=&as_occt=title&as_sauthors=&as_publication=&as_ylo=1976&as_yhi=1980&as_vis=0&btnG=&hl=en&as_sdt=1%2C5
title|author|url|year|num_citations|num_versions|cluster_id|url_pdf|url_citations|url_versions|url_citation|excerpt
Systematische Erfassung von Anforderungen an Werkstoffe für Apparate und Anlagen–Anforderungsgerechte Auswahl von Werkstoffen|J Grosch - Materialwissenschaft und Werkstofftechnik, 1978 - Wiley Online Library|https://scholar.google.com/https://onlinelibrary.wiley.com/doi/abs/10.1002/mawe.19780091005|1978|3|0|17348555625332912242|None|https://scholar.google.com/scholar?cites=17348555625332912242&as_sdt=2005&sciodt=1,5&hl=en|None|None|Abb. 2. Grundsystem. daR die Anforderungsanalyse 3 Bereichen zuzuordnen ist, die formal getrennt werden konnen: 1. Aus der geforderten Funktion konnen Anforderungen ermittelt werden, die von der Bauteilgestalt unabhangig (Iosungsungebunden) sind und primar die …
