DAS IST PHRASE!
"Materialauswahl"
We are sending from 185.220.100.242
There is no captcha!
Following query was issued to GS:
https://scholar.google.com/scholar?start=0&as_q=&as_epq=%22Materialauswahl%22&as_oq=&as_eq=&as_occt=title&as_sauthors=&as_publication=&as_ylo=1986&as_yhi=1990&as_vis=0&btnG=&hl=en&as_sdt=1%2C5
title|author|url|year|num_citations|num_versions|cluster_id|url_pdf|url_citations|url_versions|url_citation|excerpt
… through better planning and material choice for a compressed air distribution system. Energie-und Kosteneinsparung durch bessere Planung und Materialauswahl …|KH Feldmann - 1988 - osti.gov|https://scholar.google.com/https://www.osti.gov/etdeweb/biblio/5558001|1988|0|0|None|None|None|None|None|Air transport in a compressed air distribution system should occur without reducing the quantity of air, the quality of air and the pressure. Starting from these basic considerations explained in detail, there are reports on criteria for optimum compressed air distribution …
… -und Innovationspotentiale bei mittelständischen Herstellern von Gummiformteilen. II: Optimale Materialauswahl und optimaler Materialensatz|W MICHAELI, B EYSMONDT - Kautschuk und Gummi …, 1989 - pascal-francis.inist.fr|https://scholar.google.com/https://pascal-francis.inist.fr/vibad/index.php?action=getRecordDetail&idt=19299891|1989|0|2|None|None|None|https://scholar.google.com/scholar?cluster=1930078107022497147&hl=en&as_sdt=1,5&as_ylo=1986&as_yhi=1990|None|Sauf mention contraire ci-dessus, le contenu de cette notice bibliographique peut être utilisé dans le cadre d'une licence CC BY 4.0 Inist-CNRS/Unless otherwise stated above, the content of this bibliographic record may be used under a CC BY 4.0 licence by Inist-CNRS/A …
… aus Ton und tonigen Gemischen bei Deponien und Altlastensanierungen: kritische Betrachtungen zu Materialauswahl, Einbau und Qualitätskontrolle|C Ewen, M Streck - 1986 - Öko-Inst.|None|1986|0|0|None|None|None|None|None|None
Reform oder Revolution?: Diskussion um die Änderung der Struktur in der gesetzlichen Rentenversicherung 1990; Materialauswahl|T Hoffmann - 1987|None|1987|0|0|None|None|None|None|None|None
