Words are...
welding process
DAS IST PHRASE!
"selection of" OR "selection for"
We are sending from 146.59.158.228
There is no captcha!
Following query was issued to GS:
https://scholar.google.com/scholar?start=0&as_q=welding%20process&as_epq=%22selection%20of%22%20OR%20%22selection%20for%22&as_oq=&as_eq=&as_occt=title&as_sauthors=&as_publication=&as_ylo=1966&as_yhi=1970&as_vis=0&btnG=&hl=en&as_sdt=1%2C5
title|author|url|year|num_citations|num_versions|cluster_id|url_pdf|url_citations|url_versions|url_citation|excerpt
CRITERIA FOR THE SELECTION OF THE EXPLOSION WELDING PROCESS|RH WITTMAN - 1969|None|1969|1|0|9668625268190995430|None|https://scholar.google.com/scholar?cites=9668625268190995430&as_sdt=2005&sciodt=1,5&hl=en|None|None|None
The use of process selection exercises for the training of welding technologists|RL Apps - 1967 - dspace.lib.cranfield.ac.uk|https://scholar.google.com/https://dspace.lib.cranfield.ac.uk/handle/1826/9395|1967|0|2|None|None|None|https://scholar.google.com/scholar?cluster=3147434900330050001&hl=en&as_sdt=1,5&as_ylo=1966&as_yhi=1970|None|… MANIPULATION AVAILABLE FOR DOW NHAND WELDING. DISCUSS IN YOUR REPORT —I. THE TOLERANCES FOR FIT—UP 2. APPROPRIATE WELDING PREPARATIONS. 3. THESELECTION OF PROCESS(ES) 4. SEQUENCE OF WELDING … 
