Words are...
welding technology
DAS IST PHRASE!
"selection of" OR "selection for"
We are sending from 146.59.158.228
There is no captcha!
Following query was issued to GS:
https://scholar.google.com/scholar?start=0&as_q=welding%20technology&as_epq=%22selection%20of%22%20OR%20%22selection%20for%22&as_oq=&as_eq=&as_occt=title&as_sauthors=&as_publication=&as_ylo=1971&as_yhi=1975&as_vis=0&btnG=&hl=en&as_sdt=1%2C5
title|author|url|year|num_citations|num_versions|cluster_id|url_pdf|url_citations|url_versions|url_citation|excerpt
Selection of a welding technology ensuring resistance of welded joints to the formation of cold cracks|EH MAKAROV, C VF, R AS - 1972 - pascal-francis.inist.fr|https://scholar.google.com/https://pascal-francis.inist.fr/vibad/index.php?action=getRecordDetail&idt=PASCALSOUDAGE7374502810|1972|2|0|4107191326233228851|None|https://scholar.google.com/scholar?cites=4107191326233228851&as_sdt=2005&sciodt=1,5&hl=en|None|None|Sauf mention contraire ci-dessus, le contenu de cette notice bibliographique peut être utilisé dans le cadre d'une licence CC BY 4.0 Inist-CNRS/Unless otherwise stated above, the content of this bibliographic record may be used under a CC BY 4.0 licence by Inist-CNRS/A …
Selection of method and technology for welding thin titanium sheet as applicable to structures subject to drawing|NI Kamakin, SN Makarova - Chemical and Petroleum Engineering, 1973 - Springer|https://scholar.google.com/https://link.springer.com/article/10.1007/BF01137208|1973|0|2|None|None|None|https://scholar.google.com/scholar?cluster=3113434727073336850&hl=en&as_sdt=1,5&as_ylo=1971&as_yhi=1975|None|The most economical cladding is 1-2 mm Sheet titanium [1]. However, certain difficulties arise here in connection with the welding of individual thin-sheet blanks of titanium. First, owing to the high activity of titanium toward nitrogen, oxygen, and other atmosphe] hc gases …
